Name,Type,Asset,ID,Lots,Open,Close,Entry,Exit,Profit,Roll,ExitType
HP,Long,SPX500,606314,4,2013-11-21 12:05,2013-12-17 04:00,1785,1785,-1.82,0.00,Sold
HU,Short,GBP/USD,614752,3,2013-12-11 12:01,2013-12-18 12:00,1.6379,1.6356,5.67,0.00,Sold
VO,Short,GBP/USD,612542,3,2013-12-05 20:01,2013-12-18 16:00,1.6340,1.6393,-13.79,0.00,Sold
VO,Short,GBP/USD,614853,3,2013-12-11 16:01,2013-12-18 16:00,1.6368,1.6393,-6.59,0.00,Sold
CY,Long,EUR/USD,616564,5,2013-12-16 12:01,2013-12-18 19:00,1.3785,1.3709,-33.10,0.00,Stop
CT,Long,USD/CAD,614651,4,2013-12-11 08:01,2013-12-19 08:00,1.0616,1.0716,27.64,0.00,Sold
CY,Long,USD/CAD,615558,7,2013-12-12 20:01,2013-12-20 00:00,1.0640,1.0673,15.66,0.00,Sold
CY,Long,USD/CAD,617066,7,2013-12-17 08:01,2013-12-20 00:00,1.0586,1.0673,41.82,0.00,Sold
A2,Long,USD/JPY,570017,4,2013-08-29 00:01,2013-12-20 04:00,97.76,104.40,196.55,0.00,Sold
VO,Long,USD/CAD,617369,6,2013-12-17 20:01,2013-12-23 00:00,1.0614,1.0642,11.45,0.00,Sold
VO,Long,USD/CAD,617871,6,2013-12-18 16:01,2013-12-23 00:00,1.0661,1.0642,-8.62,0.00,Sold
CY,Short,XAU/USD,615055,3,2013-12-12 00:01,2013-12-23 00:00,1254,1204,129.69,0.00,Sold
CY,Short,XAU/USD,617370,3,2013-12-17 20:01,2013-12-23 00:00,1230,1204,68.46,0.00,Sold
CT,Long,AUD/USD,615861,4,2013-12-13 08:01,2013-12-23 20:00,0.8933,0.8935,1.63,1.15,Sold
ES,Short,EUR/USD,618072,5,2013-12-19 00:01,2013-12-26 08:00,1.3685,1.3687,-1.31,0.00,Sold
CY,Long,EUR/USD,619081,5,2013-12-20 16:01,2013-12-30 04:00,1.3671,1.3745,32.05,0.00,Sold
HU,Long,USD/CAD,586900,4,2013-10-08 04:01,2013-12-30 20:00,1.0328,1.0639,86.82,0.00,Sold
VO,Long,USD/CAD,621487,6,2013-12-30 00:01,2013-12-31 00:00,1.0708,1.0645,-26.88,0.00,Sold
BB,Short,XAG/USD,620684,5,2013-12-26 16:01,2013-12-31 00:00,19.9308,19.6876,52.96,0.00,Sold
LP,Short,XAU/USD,617268,3,2013-12-17 16:01,2014-01-02 07:01,1230,1231,-0.68,0.00,Stop
HU,Short,XAG/USD,621791,5,2013-12-30 12:01,2014-01-02 08:00,19.7591,19.9726,-46.48,0.00,Sold
VO,Long,EUR/USD,621286,5,2013-12-27 16:01,2014-01-02 11:27,1.3779,1.3685,-41.43,0.00,Stop
BB,Short,GER30,621085,5,2013-12-27 08:01,2014-01-02 16:00,9554,9405,74.48,0.00,Sold
HU,Long,USD/JPY,616965,4,2013-12-17 04:01,2014-01-02 20:00,102.97,104.71,51.43,0.00,Sold
BB,Short,NAS100,618376,14,2013-12-19 12:06,2014-01-02 20:00,3503,3558,-67.35,-0.13,Sold
HU,Short,USD/CAD,621992,4,2013-12-30 20:01,2014-01-03 00:00,1.0641,1.0670,-8.49,0.00,Sold
VO,Long,USD/JPY,618073,4,2013-12-19 00:01,2014-01-03 00:00,104.23,104.84,18.04,0.00,Sold
VO,Long,USD/JPY,618174,4,2013-12-19 04:01,2014-01-03 00:00,103.98,104.84,25.47,0.00,Sold
HU,Short,USD/JPY,622900,4,2014-01-02 20:02,2014-01-06 00:00,104.72,104.92,-6.14,0.00,Sold
A2,Short,GBP/USD,621589,3,2013-12-30 04:01,2014-01-06 04:00,1.6478,1.6366,29.20,0.00,Sold
CY,Long,XAU/USD,619283,3,2013-12-23 00:01,2014-01-07 08:00,1205,1240,92.23,0.00,Sold
BB,Short,XAG/USD,622796,5,2014-01-02 12:01,2014-01-07 20:00,19.9284,19.8301,21.40,0.00,Sold
BB,Short,XAG/USD,624110,5,2014-01-06 20:01,2014-01-07 20:00,20.18,19.8301,76.83,0.00,Sold
LP,Short,GBP/USD,623404,3,2014-01-03 16:01,2014-01-08 16:00,1.6439,1.6471,-8.73,0.00,Sold
BB,Short,AUD/USD,623403,5,2014-01-03 16:01,2014-01-09 00:00,0.8984,0.8890,39.01,-1.53,Sold
HU,Long,NAS100,602992,15,2013-11-13 20:01,2014-01-09 20:00,3389,3549,209.82,0.07,Sold
CY,Short,USD/CAD,622093,7,2013-12-31 00:01,2014-01-10 13:16,1.0645,1.0882,-116.60,0.00,Stop
LP,Long,GBP/USD,625214,4,2014-01-08 16:01,2014-01-10 13:29,1.6469,1.6388,-28.48,0.00,Stop
CT,Short,USD/CAD,618275,5,2013-12-19 08:01,2014-01-10 13:59,1.0714,1.0926,-74.75,0.00,Stop
VO,Short,AUD/USD,606011,5,2013-11-21 00:01,2014-01-12 23:57,0.9330,0.9012,120.33,-17.60,Stop
VO,Short,AUD/USD,606112,5,2013-11-21 04:01,2014-01-13 00:00,0.9309,0.9012,111.44,-17.60,Sold
VO,Long,USD/CAD,624109,6,2014-01-06 20:01,2014-01-14 00:00,1.0655,1.0882,94.74,0.00,Sold
VO,Long,USD/CAD,624712,6,2014-01-07 20:01,2014-01-14 00:00,1.0765,1.0882,48.37,0.00,Sold
HU,Short,GBP/USD,622897,3,2014-01-02 16:01,2014-01-14 16:00,1.6438,1.6461,-6.24,0.00,Sold
VO,Short,GBP/USD,622998,3,2014-01-02 20:01,2014-01-14 20:00,1.6424,1.6436,-3.22,0.00,Sold
VO,Short,GBP/USD,623001,3,2014-01-03 00:01,2014-01-14 20:00,1.6451,1.6436,3.91,0.00,Sold
LP,Short,GBP/USD,627020,3,2014-01-13 16:01,2014-01-14 20:00,1.6382,1.6436,-14.27,0.00,Sold
HU,Short,NAS100,625916,13,2014-01-09 20:01,2014-01-14 20:00,3550,3577,-30.58,0.00,Sold
LP,Long,GBP/USD,627724,4,2014-01-14 20:01,2014-01-15 04:00,1.6435,1.6421,-5.05,0.00,Sold
BB,Long,SPX500,627321,3,2014-01-14 04:02,2014-01-15 04:00,1823,1838,39.93,0.00,Sold
BB,Short,AUD/USD,626717,5,2014-01-13 04:01,2014-01-15 08:00,0.9036,0.8915,51.45,-1.02,Sold
HP,Short,USD/CAD,625715,6,2014-01-09 12:01,2014-01-15 09:03,1.0858,1.0980,-51.58,0.00,Stop
CT,Long,NAS100,615256,13,2013-12-12 08:01,2014-01-16 04:00,3474,3608,152.12,0.06,Sold
CT,Long,NAS100,627423,13,2014-01-14 08:01,2014-01-16 04:00,3512,3608,108.74,0.00,Sold
CT,Short,AUD/USD,622695,5,2014-01-02 08:01,2014-01-16 12:00,0.8886,0.8788,37.28,-5.10,Sold
CT,Short,AUD/USD,623405,5,2014-01-03 16:02,2014-01-16 12:00,0.8983,0.8788,80.04,-4.59,Sold
HP,Short,USD/CAD,626819,6,2014-01-13 08:01,2014-01-17 08:00,1.0906,1.0931,-10.82,0.00,Sold
CY,Short,AUD/USD,623808,5,2014-01-06 08:01,2014-01-17 08:00,0.8958,0.8813,57.98,-4.59,Sold
CY,Short,AUD/USD,627422,5,2014-01-14 08:01,2014-01-17 08:00,0.9026,0.8813,90.69,-1.53,Sold
CT,Short,USD/CAD,624813,5,2014-01-08 00:01,2014-01-17 12:00,1.0774,1.0952,-62.56,0.00,Sold
LP,Short,GBP/USD,627927,3,2014-01-15 04:01,2014-01-17 16:00,1.6421,1.6444,-6.36,0.00,Sold
CY,Short,XAU/USD,624411,3,2014-01-07 08:01,2014-01-19 23:01,1240,1259,-50.60,0.00,Stop
CY,Short,USD/CAD,618679,7,2013-12-20 00:01,2014-01-20 00:00,1.0673,1.0966,-144.19,0.00,Sold
CY,Short,USD/CAD,626818,7,2014-01-13 08:01,2014-01-20 00:00,1.0906,1.0966,-29.95,0.00,Sold
LP,Long,GBP/USD,629434,4,2014-01-17 16:01,2014-01-20 04:00,1.6443,1.6413,-10.44,0.00,Sold
LP,Short,GBP/USD,629737,3,2014-01-20 04:01,2014-01-20 08:00,1.6414,1.6424,-2.88,0.00,Sold
HP,Long,EUR/USD,618477,6,2013-12-19 16:01,2014-01-21 04:00,1.3668,1.3547,-63.86,0.00,Sold
HP,Long,EUR/USD,619082,6,2013-12-20 16:01,2014-01-21 04:00,1.3671,1.3547,-65.18,0.00,Sold
BB,Short,XAG/USD,629636,5,2014-01-20 00:01,2014-01-21 12:00,20.32,20.05,58.64,0.00,Sold
VO,Short,AUD/USD,628731,5,2014-01-16 12:01,2014-01-22 00:48,0.8788,0.8865,-35.53,-1.53,Stop
VO,Short,AUD/USD,628629,5,2014-01-16 08:01,2014-01-22 07:31,0.8807,0.8879,-33.90,-2.04,Stop
CY,Long,AUD/USD,629233,6,2014-01-17 08:01,2014-01-23 08:00,0.8812,0.8785,-13.57,1.15,Sold
HP,Short,EUR/USD,630339,6,2014-01-21 04:01,2014-01-23 08:28,1.3547,1.3615,-35.84,0.00,Stop
HP,Short,EUR/USD,631143,6,2014-01-22 12:01,2014-01-23 08:28,1.3554,1.3620,-35.04,0.00,Stop
A2,Long,GBP/USD,623707,3,2014-01-06 04:01,2014-01-23 12:00,1.6365,1.6597,60.34,0.00,Sold
VO,Long,USD/JPY,627928,4,2014-01-15 04:01,2014-01-23 14:37,104.37,103.59,-23.35,0.00,Stop
HU,Long,NAS100,627725,15,2014-01-14 20:01,2014-01-23 16:00,3577,3591,18.29,0.00,Sold
VO,Long,USD/JPY,627826,4,2014-01-15 00:01,2014-01-23 17:27,104.19,103.41,-23.40,0.00,Stop
VO,Long,USD/CHF,622999,1,2014-01-02 20:01,2014-01-23 20:00,0.9008,0.8974,-3.27,0.00,Sold
CY,Long,USD/CAD,629635,7,2014-01-20 00:01,2014-01-24 04:00,1.0967,1.1106,67.39,0.00,Sold
CY,Long,USD/CAD,630641,7,2014-01-21 16:01,2014-01-24 04:00,1.0978,1.1106,61.83,0.00,Sold
HU,Long,USD/JPY,623606,4,2014-01-06 00:01,2014-01-24 11:19,104.94,102.29,-78.70,0.00,Stop
CY,Long,SPX500,597670,4,2013-11-01 00:01,2014-01-24 16:09,1759,1805,159.66,0.00,Stop
CY,Long,SPX500,594245,4,2013-10-24 08:01,2014-01-24 16:20,1755,1803,167.45,0.00,Stop
LP,Long,GBP/USD,629838,4,2014-01-20 08:01,2014-01-27 04:00,1.6426,1.6502,26.36,0.00,Sold
LP,Short,GBP/USD,632762,3,2014-01-27 04:01,2014-01-27 08:00,1.6504,1.6528,-6.46,0.00,Sold
CY,Short,AUD/USD,631646,5,2014-01-23 08:01,2014-01-27 08:00,0.8784,0.8729,22.64,-1.02,Sold
HU,Short,GBP/USD,632458,3,2014-01-24 16:01,2014-01-27 14:02,1.6499,1.6580,-21.39,0.00,Stop
BB,Long,UK100,632761,6,2014-01-24 16:02,2014-01-27 16:54,6673,6534,-110.53,0.00,Stop
HP,Long,US30,540374,4,2013-06-20 12:01,2014-01-27 17:20,15023,15794,268.68,0.00,Stop
HP,Short,USD/CAD,631951,6,2014-01-23 20:01,2014-01-27 20:00,1.1115,1.1097,7.14,0.00,Sold
CY,Short,USD/CAD,632155,7,2014-01-24 04:02,2014-01-28 04:00,1.1105,1.1094,4.64,0.00,Sold
VO,Short,AUD/USD,632457,5,2014-01-24 16:01,2014-01-28 09:23,0.8720,0.8821,-45.22,-1.02,Stop
VO,Long,EUR/USD,631950,5,2014-01-23 20:01,2014-01-29 13:06,1.3694,1.3627,-29.38,0.00,Stop
HP,Long,US30,537349,4,2013-06-13 12:01,2014-01-29 14:36,14960,15762,279.65,0.00,Stop
HU,Short,XAG/USD,630340,5,2014-01-21 04:01,2014-01-29 16:00,20.19,19.6881,108.45,0.00,Sold
ES,Short,EUR/USD,634267,5,2014-01-29 16:01,2014-01-29 20:00,1.3646,1.3664,-7.94,0.00,Sold
CY,Long,AUD/USD,632863,6,2014-01-27 08:01,2014-01-29 20:00,0.8728,0.8744,8.83,0.58,Sold
LP,Long,GBP/USD,632864,4,2014-01-27 08:01,2014-01-30 12:00,1.6526,1.6488,-13.43,0.00,Sold
HU,Short,NAS100,631849,13,2014-01-23 16:01,2014-01-30 20:00,3590,3538,59.01,0.00,Sold
BB,Long,GER30,631748,4,2014-01-23 12:01,2014-01-31 11:57,9684,9179,-202.10,0.00,Stop
ES,Short,EUR/USD,634771,5,2014-01-30 12:01,2014-01-31 17:59,1.3600,1.3506,40.49,0.00,Exit
A2,Long,USD/CHF,632156,1,2014-01-24 04:02,2014-02-03 00:00,0.8988,0.9064,7.17,0.00,Sold
VO,Long,USD/CAD,630642,6,2014-01-21 16:01,2014-02-03 00:00,1.0978,1.1123,60.41,0.00,Sold
VO,Long,USD/CAD,631345,6,2014-01-22 20:01,2014-02-03 00:00,1.1082,1.1123,17.04,0.00,Sold
A2,Short,EUR/USD,632154,4,2014-01-24 04:01,2014-02-03 04:00,1.3685,1.3490,67.79,0.00,Sold
A2,Short,GBP/USD,631747,3,2014-01-23 12:01,2014-02-03 04:00,1.6597,1.6430,43.38,0.00,Sold
VO,Short,AUD/USD,635478,5,2014-01-31 16:01,2014-02-03 09:21,0.8727,0.8784,-25.67,-0.51,Stop
ES,Short,GBP/USD,635880,6,2014-02-03 08:01,2014-02-03 10:08,1.6396,1.6356,20.46,0.00,Exit
HU,Long,NAS100,634974,15,2014-01-30 20:01,2014-02-03 16:00,3539,3487,-67.39,0.00,Sold
A2,Long,UK100,611238,5,2013-12-03 16:02,2014-02-03 20:52,6546,6393,-100.27,0.00,Stop
CY,Short,AUD/USD,635477,5,2014-01-31 16:01,2014-02-04 04:27,0.8727,0.8871,-64.38,-1.02,Stop
CY,Short,AUD/USD,634368,5,2014-01-29 20:01,2014-02-04 04:34,0.8747,0.8891,-64.65,-1.53,Stop
CT,Long,AUD/USD,628730,4,2014-01-16 12:01,2014-02-04 16:00,0.8788,0.8896,40.09,2.40,Sold
BB,Short,XAG/USD,636987,5,2014-02-05 04:01,2014-02-05 13:25,19.5442,20.18,-139.28,0.00,Stop
ES,Long,GBP/USD,637990,5,2014-02-06 20:01,2014-02-07 00:00,1.6323,1.6321,-0.91,0.00,Sold
BB,Long,SPX500,632459,3,2014-01-24 16:02,2014-02-07 04:00,1809,1771,-98.54,0.00,Sold
ES,Short,GBP/USD,638091,6,2014-02-07 00:01,2014-02-07 08:00,1.6321,1.6353,-16.75,0.00,Sold
ES,Long,GBP/USD,638293,5,2014-02-07 08:01,2014-02-07 09:30,1.6352,1.6305,-21.04,0.00,Stop
VO,Short,GBP/USD,632660,3,2014-01-27 00:01,2014-02-10 00:00,1.6493,1.6409,21.66,0.00,Sold
VO,Short,GBP/USD,634873,3,2014-01-30 16:01,2014-02-10 00:00,1.6500,1.6409,23.63,0.00,Sold
LP,Short,GBP/USD,634772,3,2014-01-30 12:01,2014-02-10 00:00,1.6490,1.6409,20.95,0.00,Sold
CY,Long,GBP/USD,555552,4,2013-07-25 20:01,2014-02-10 16:00,1.5392,1.6399,350.46,0.00,Sold
CY,Long,GBP/USD,557864,4,2013-07-31 16:01,2014-02-10 16:00,1.5183,1.6399,423.55,0.00,Sold
LP,Long,GBP/USD,638694,4,2014-02-10 00:01,2014-02-10 16:00,1.6409,1.6399,-3.69,0.00,Sold
CY,Long,SPX500,636686,4,2014-02-04 16:02,2014-02-10 16:00,1751,1792,144.41,0.00,Sold
LP,Short,GBP/USD,639097,3,2014-02-10 16:01,2014-02-10 20:00,1.6400,1.6405,-1.50,0.00,Sold
HP,Short,EUR/USD,634369,6,2014-01-29 20:01,2014-02-11 00:43,1.3661,1.3668,-4.00,0.00,Stop
CT,Short,GBP/USD,638895,3,2014-02-10 08:01,2014-02-12 14:40,1.6404,1.6567,-42.82,0.00,Stop
ES,Short,EUR/USD,640200,5,2014-02-12 16:01,2014-02-13 04:00,1.3588,1.3617,-12.94,0.00,Sold
A2,Long,GBP/USD,635779,3,2014-02-03 04:01,2014-02-13 08:00,1.6429,1.6607,46.31,0.00,Sold
VO,Short,AUD/USD,640601,5,2014-02-13 08:01,2014-02-16 22:00,0.8955,0.9064,-48.56,-0.51,Stop
HP,Short,EUR/USD,639699,6,2014-02-11 16:01,2014-02-18 09:06,1.3676,1.3727,-27.22,0.00,Stop
HP,Short,EUR/USD,641104,6,2014-02-14 04:01,2014-02-18 13:34,1.3679,1.3749,-36.77,0.00,Stop
CT,Long,USD/CAD,635376,4,2014-01-31 12:01,2014-02-19 04:48,1.1195,1.0937,-72.68,0.00,Stop
CY,Short,GBP/USD,639096,4,2014-02-10 16:01,2014-02-19 12:00,1.6400,1.6664,-92.40,0.00,Sold
HU,Long,USD/JPY,634975,4,2014-01-30 20:01,2014-02-19 12:00,102.73,101.98,-22.49,0.00,Sold
BB,Short,GER30,639498,5,2014-02-11 08:01,2014-02-20 04:00,9335,9584,-124.51,0.00,Sold
CT,Long,USD/CAD,632965,4,2014-01-27 12:01,2014-02-20 08:00,1.1051,1.1077,6.91,0.00,Sold
BB,Short,AUD/USD,636684,5,2014-02-04 16:01,2014-02-20 08:00,0.8898,0.8965,-35.16,-5.61,Sold
BB,Short,AUD/USD,637689,5,2014-02-06 08:01,2014-02-20 08:00,0.8960,0.8965,-7.46,-5.10,Sold
BB,Long,GER30,643714,4,2014-02-20 12:01,2014-02-21 08:00,9547,9660,45.41,0.00,Sold
HP,Short,USD/CAD,643715,6,2014-02-20 12:01,2014-02-21 13:30,1.1066,1.1184,-50.04,0.00,Stop
CY,Long,USD/CAD,633366,7,2014-01-28 04:01,2014-02-24 00:00,1.1096,1.1113,7.66,0.00,Sold
CY,Long,USD/CAD,634670,7,2014-01-30 08:01,2014-02-24 00:00,1.1191,1.1113,-38.58,0.00,Sold
LP,Long,USD/CAD,643312,5,2014-02-19 20:01,2014-02-24 13:57,1.1078,1.1083,1.32,0.00,Stop
HU,Long,UK100,606416,4,2013-11-21 16:01,2014-02-25 12:00,6686,6793,56.35,0.00,Sold
HU,Short,USD/JPY,643110,4,2014-02-19 12:01,2014-02-26 20:00,101.96,102.48,-15.58,0.00,Sold
BB,Short,XAG/USD,644618,5,2014-02-24 00:01,2014-02-26 20:00,21.85,21.30,120.57,0.00,Sold
BB,Short,XAG/USD,645824,5,2014-02-26 00:01,2014-02-26 20:00,21.85,21.30,119.57,0.00,Sold
HU,Long,USD/JPY,646327,4,2014-02-26 20:01,2014-02-27 12:00,102.47,101.91,-16.96,0.00,Sold
HU,Short,GBP/USD,646226,3,2014-02-26 16:01,2014-02-28 07:11,1.6638,1.6719,-21.22,0.00,Stop
HP,Short,EUR/USD,644819,6,2014-02-24 08:01,2014-02-28 10:01,1.3740,1.3785,-23.81,0.00,Stop
HP,Short,EUR/USD,645823,6,2014-02-26 00:01,2014-02-28 10:02,1.3747,1.3787,-21.07,0.00,Stop
HP,Short,EUR/USD,643008,6,2014-02-19 08:01,2014-02-28 10:03,1.3758,1.3791,-17.83,0.00,Stop
HU,Long,USD/CAD,623002,4,2014-01-03 00:01,2014-02-28 16:00,1.0670,1.1067,110.98,0.00,Sold
CY,Short,EUR/USD,622394,4,2013-12-31 12:01,2014-02-28 20:00,1.3768,1.3825,-20.25,0.00,Stop
VO,Long,USD/CAD,636382,6,2014-02-04 04:01,2014-03-03 00:00,1.1090,1.1063,-11.84,0.00,Sold
VO,Long,USD/CAD,643311,6,2014-02-19 20:01,2014-03-03 00:00,1.1079,1.1063,-7.11,0.00,Sold
CT,Short,USD/CAD,643613,5,2014-02-20 08:01,2014-03-03 16:00,1.1076,1.1080,-1.97,0.00,Sold
CY,Short,USD/CAD,644617,7,2014-02-24 00:01,2014-03-04 00:00,1.1115,1.1081,15.71,0.00,Sold
CY,Short,USD/CAD,647130,7,2014-02-28 04:01,2014-03-04 00:00,1.1127,1.1081,21.70,0.00,Sold
LP,Long,USD/CAD,648139,5,2014-03-03 20:01,2014-03-04 00:00,1.1083,1.1080,-1.22,0.00,Sold
HU,Short,NAS100,636081,13,2014-02-03 16:01,2014-03-04 08:00,3488,3697,-236.33,0.00,Sold
LP,Long,USD/CAD,648444,5,2014-03-04 08:01,2014-03-04 12:00,1.1088,1.1075,-5.07,0.00,Sold
BB,Long,GER30,647936,4,2014-03-03 12:01,2014-03-05 04:00,9393,9560,66.69,0.00,Sold
LP,Long,USD/CAD,648746,5,2014-03-04 20:01,2014-03-05 08:00,1.1111,1.1081,-10.88,0.00,Sold
A2,Long,USD/CHF,647835,1,2014-03-03 08:02,2014-03-05 12:00,0.8807,0.8875,6.30,0.00,Sold
HU,Short,GBP/USD,648138,3,2014-03-03 20:01,2014-03-05 16:00,1.6660,1.6730,-18.57,0.00,Sold
CY,Short,EUR/USD,621588,4,2013-12-30 04:01,2014-03-06 14:00,1.3745,1.3829,-29.50,0.00,Stop
HU,Short,EUR/USD,617267,4,2013-12-17 16:01,2014-03-06 16:00,1.3730,1.3842,-39.19,0.00,Sold
HP,Short,USD/CAD,646728,6,2014-02-27 12:01,2014-03-07 08:00,1.1131,1.1003,53.00,0.00,Sold
A2,Short,EUR/USD,641906,4,2014-02-17 12:01,2014-03-07 11:25,1.3706,1.3898,-67.14,0.00,Stop
HU,Short,USD/CAD,647431,4,2014-02-28 16:01,2014-03-07 16:00,1.1070,1.1073,-1.37,0.00,Sold
BB,Short,XAG/USD,650048,5,2014-03-07 00:01,2014-03-07 16:00,21.46,20.90,121.14,0.00,Sold
CY,Long,AUD/USD,641205,6,2014-02-14 08:01,2014-03-10 00:00,0.8996,0.9056,35.31,4.32,Sold
CY,Long,AUD/USD,644116,6,2014-02-21 04:01,2014-03-10 00:00,0.8992,0.9056,36.00,2.88,Sold
A2,Short,GBP/USD,640602,3,2014-02-13 08:01,2014-03-11 12:00,1.6608,1.6610,-0.62,0.00,Sold
CY,Long,USD/CAD,650454,7,2014-03-07 16:02,2014-03-11 16:00,1.1078,1.1085,2.99,0.00,Sold
A2,Short,XAU/USD,645321,3,2014-02-25 04:01,2014-03-12 01:33,1332,1358,-67.25,0.00,Stop
HU,Long,USD/CAD,650455,4,2014-03-07 16:02,2014-03-13 08:00,1.1078,1.1079,-0.01,0.00,Sold
A2,Short,EUR/USD,647834,4,2014-03-03 08:01,2014-03-13 09:27,1.3769,1.3959,-66.25,0.00,Stop
VO,Short,GBP/USD,642007,3,2014-02-17 16:01,2014-03-13 16:00,1.6714,1.6676,9.75,0.00,Sold
VO,Short,GBP/USD,651058,3,2014-03-10 16:01,2014-03-13 16:00,1.6633,1.6676,-11.52,0.00,Sold
HU,Long,NAS100,648443,15,2014-03-04 08:01,2014-03-13 20:00,3698,3652,-59.63,0.00,Sold
HU,Short,NAS100,652967,13,2014-03-13 20:01,2014-03-17 20:00,3654,3661,-8.06,0.00,Sold
BB,Short,XAG/USD,652463,5,2014-03-13 00:01,2014-03-18 00:00,21.25,21.24,3.30,0.00,Sold
CY,Short,GER30,628732,4,2014-01-16 12:02,2014-03-18 14:25,9720,9302,167.23,0.00,Stop
HU,Short,GER30,631144,4,2014-01-22 12:01,2014-03-18 14:30,9722,9316,162.36,0.00,Stop
HU,Short,UK100,645522,4,2014-02-25 12:01,2014-03-18 15:10,6795,6636,83.77,0.00,Stop
CY,Short,USD/CAD,651661,7,2014-03-11 16:01,2014-03-18 20:00,1.1085,1.1138,-26.29,0.00,Sold
CY,Short,USD/CAD,652565,7,2014-03-13 04:01,2014-03-18 20:00,1.1098,1.1138,-19.85,0.00,Sold
HU,Short,USD/CAD,652666,4,2014-03-13 08:01,2014-03-18 20:00,1.1080,1.1138,-16.59,0.00,Sold
ES,Short,GBP/USD,654777,6,2014-03-18 20:01,2014-03-19 00:00,1.6590,1.6597,-3.81,0.00,Sold
ES,Long,GBP/USD,654880,5,2014-03-19 00:01,2014-03-19 10:55,1.6596,1.6632,15.05,0.00,Exit
HU,Short,GBP/USD,654573,3,2014-03-18 12:01,2014-03-19 12:00,1.6624,1.6654,-7.98,0.00,Sold
HP,Short,USD/CAD,651059,6,2014-03-10 16:01,2014-03-19 18:05,1.1107,1.1230,-52.08,0.00,Stop
CT,Long,USD/CAD,654676,4,2014-03-18 16:01,2014-03-20 00:00,1.1086,1.1243,43.72,0.00,Sold
HU,Long,NAS100,654172,15,2014-03-17 20:01,2014-03-20 00:00,3659,3683,30.55,0.00,Sold
A2,Long,USD/CHF,650453,1,2014-03-07 16:01,2014-03-20 12:00,0.8791,0.8853,5.82,0.00,Sold
ES,Short,GBP/USD,655484,6,2014-03-20 00:01,2014-03-20 12:00,1.6535,1.6517,9.17,0.00,Sold
ES,Long,GBP/USD,655795,5,2014-03-20 12:01,2014-03-20 16:00,1.6515,1.6511,-2.14,0.00,Sold
CY,Long,USD/CAD,654778,7,2014-03-18 20:01,2014-03-21 00:00,1.1139,1.1241,49.46,0.00,Sold
CY,Short,EUR/USD,653068,4,2014-03-14 00:01,2014-03-21 04:00,1.3865,1.3785,27.64,0.00,Sold
ES,Short,GBP/USD,655897,6,2014-03-20 16:01,2014-03-21 04:00,1.6509,1.6510,-0.63,0.00,Sold
ES,Long,GBP/USD,656101,5,2014-03-21 04:01,2014-03-21 08:00,1.6511,1.6486,-11.30,0.00,Sold
VO,Short,AUD/USD,655591,5,2014-03-20 04:02,2014-03-21 08:01,0.9018,0.9073,-24.63,-0.51,Stop
VO,Short,AUD/USD,655487,5,2014-03-20 00:03,2014-03-21 08:21,0.9024,0.9079,-24.41,-0.51,Stop
CY,Long,XAU/USD,656102,3,2014-03-21 04:02,2014-03-24 12:31,1334,1315,-48.67,0.00,Stop
ES,Short,GBP/USD,656203,6,2014-03-21 08:01,2014-03-24 16:00,1.6479,1.6490,-6.06,0.00,Sold
HP,Short,EUR/USD,656605,6,2014-03-24 00:01,2014-03-24 17:59,1.3797,1.3868,-37.46,0.00,Stop
ES,Long,GBP/USD,657007,5,2014-03-24 16:01,2014-03-24 18:01,1.6491,1.6525,14.83,0.00,Exit
HU,Long,USD/JPY,655382,4,2014-03-19 20:01,2014-03-24 20:00,102.52,102.19,-10.29,0.00,Sold
BB,Short,GER30,656906,5,2014-03-24 12:01,2014-03-25 00:00,9293,9218,37.38,0.00,Sold
CY,Long,EUR/USD,656100,5,2014-03-21 04:01,2014-03-25 16:00,1.3787,1.3778,-4.05,0.00,Sold
CY,Short,AUD/USD,650656,5,2014-03-10 00:01,2014-03-26 03:35,0.9056,0.9182,-60.89,-5.87,Stop
CT,Short,USD/CAD,655485,5,2014-03-20 00:02,2014-03-26 08:00,1.1246,1.1134,38.82,0.00,Sold
CT,Short,AUD/USD,636685,5,2014-02-04 16:01,2014-03-26 11:59,0.8898,0.9238,-166.28,-17.85,Stop
A2,Long,XAU/USD,655593,3,2014-03-20 04:03,2014-03-26 14:51,1333,1303,-76.90,0.00,Stop
CY,Long,GBP/USD,643109,4,2014-02-19 12:01,2014-03-26 16:00,1.6663,1.6566,-34.18,0.00,Sold
VO,Short,GBP/USD,655483,3,2014-03-20 00:01,2014-03-27 16:00,1.6535,1.6612,-20.24,0.00,Sold
VO,Short,GBP/USD,655589,3,2014-03-20 04:01,2014-03-27 16:00,1.6541,1.6612,-18.70,0.00,Sold
HU,Short,USD/JPY,657108,4,2014-03-24 20:01,2014-03-27 16:00,102.19,102.13,1.40,0.00,Sold
VO,Long,USD/CAD,650657,6,2014-03-10 00:01,2014-03-28 00:00,1.1089,1.1030,-25.42,0.00,Sold
VO,Long,USD/CAD,654881,6,2014-03-19 00:01,2014-03-28 00:00,1.1129,1.1030,-42.00,0.00,Sold
CY,Short,USD/CAD,656099,7,2014-03-21 00:01,2014-03-28 16:00,1.1242,1.1066,85.60,0.00,Sold
ES,Short,EUR/USD,660323,5,2014-04-01 04:01,2014-04-01 12:00,1.3776,1.3792,-7.34,0.00,Sold
