Name,Type,Asset,ID,Lots,Open,Close,Entry,Exit,Profit,Roll,ExitType
TradeTest,Long,AUD/USD,95332887,1,2016-06-07 17:37,2016-06-07 17:40,0.7448,0.7448,-0.05,0.08,Sold
FastGrid,Short,USD/CAD,81796909,1,2016-06-07 19:32,2016-06-07 20:03,1.2758,1.2771,-0.67,0.00,Sold
FastGrid,Long,USD/CAD,81797329,10,2016-06-07 21:01,2016-06-07 21:25,1.2740,1.2747,3.72,0.00,Sold
